type,level,skill,topics,japanese,reading,meaning,part_of_speech,verb_type,transitivity,paired_with,example,example_reading,example_meaning,source,source_ref,tags,notes
expression,N4,vocabulary,,訪ねる,たずねる,to visit,verb,ichidan,transitive,,友達を訪ねます。,ともだちをたずねます。,I visit my friend.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,下げる,さげる,to lower (v.t.); to hang,verb,ichidan,transitive,,値段を下げます。,ねだんをさげます。,I lower the price.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,花見,はなみ,cherry-blossom viewing,noun,,,,花見に行きます。,はなみにいきます。,I go cherry-blossom viewing.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,途中,とちゅう,"on the way, midway",noun,,,,帰る途中で会いました。,かえるとちゅうであいました。,I met them on the way home.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,入院,にゅういんする,hospitalization,noun,,,,病院に入院します。,びょういんににゅういんします。,I am hospitalized.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,乗り換える,のりかえる,"to transfer (trains), to change (bus, train, etc.)",verb,ichidan,transitive,,電車を乗り換えます。,でんしゃをのりかえます。,I transfer trains.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,別れる,わかれる,"to part from, to separate",verb,ichidan,intransitive,,友達と別れました。,ともだちとわかれました。,I parted from my friend.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,～町,～ちょう,the town of ~,suffix,,,,田中町に住んでいます。,たなかちょうにすんでいます。,I live in Tanaka town.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,安全,あんぜん,"safety, security",na-adjective,,,,この場所は安全です。,このばしょはあんぜんです。,This place is safe.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,看護婦,かんごふ,(female) nurse,noun,,,,看護婦さんに聞きます。,かんごふさんにききます。,I ask the nurse.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,見物,けんぶつ,sightseeing,noun,,,,お寺を見物します。,おてらをけんぶつします。,I go sightseeing at the temple.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,相談,そうだんする,consultation,noun,,,,先生に相談します。,せんせいにそうだんします。,I consult with the teacher.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,ガソリンスタンド,ガソリンスタンド,"gas station, service station",noun,,,,ガソリンスタンドに寄ります。,ガソリンスタンドによります。,I stop by the gas station.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,テニス,テニス,tennis,noun,,,,テニスをします。,テニスをします。,I play tennis.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,眠る,ねむる,to sleep,verb,godan,intransitive,,よく眠りました。,よくねむりました。,I slept well.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,上がる,あがる,"to rise, to go up",verb,godan,intransitive,,値段が上がりました。,ねだんがあがりました。,The price went up.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,翻訳,ほんやく,translation,noun,,,,本を翻訳します。,ほんをほんやくします。,I translate the book.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,食事,しょくじする,meal,noun,,,,食事をします。,しょくじをします。,I eat a meal.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,お陰,おかげ,thanks or owing to,noun,,,,おかげで元気になりました。,おかげでげんきになりました。,"Thanks to you, I got better.",JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,娘,むすめ,daughter (humble),noun,,,,娘は学生です。,むすめはがくせいです。,My daughter is a student.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,湯,ゆ,hot water,noun,,,,お湯を沸かします。,おゆをわかします。,I boil water.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,競争,きょうそう,"competition, contest",noun,,,,競争に勝ちます。,きょうそうにかちます。,I win the competition.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,会議,かいぎ,business meeting; conference,noun,,,,会議に出ます。,かいぎにでます。,I attend the meeting.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,湖,みずうみ,lake,noun,,,,湖で泳ぎます。,みずうみでおよぎます。,I swim in the lake.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,集まる,あつまる,"to gather (v.i.), to collect",verb,godan,intransitive,,みんなが集まりました。,みんながあつまりました。,Everyone gathered.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,～にくい,～にくい,difficult to do ~,suffix,,,,この字は読みにくいです。,このじはよみにくいです。,This character is hard to read.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,生活,せいかつする,"living, life; to live",noun,,,,日本で生活しています。,にほんでせいかつしています。,I live in Japan.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,糸,いと,thread,noun,,,,糸で縫います。,いとでぬいます。,I sew with thread.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,関係,かんけい,"relation(ship), connection",noun,,,,いい関係です。,いいかんけいです。,It's a good relationship.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,ピアノ,ピアノ,piano,noun,,,,ピアノを弾きます。,ピアノをひきます。,I play the piano.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,～目,～め,"number ~ sequence, ~nd; ~th",suffix,,,,三番目です。,さんばんめです。,It's the third.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,番組,ばんぐみ,broadcast program,noun,,,,好きな番組を見ます。,すきなばんぐみをみます。,I watch my favorite program.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,急,きゅう,"urgent, sudden; steep",na-adjective,,,,急な坂です。,きゅうなさかです。,It's a steep slope.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,棚,たな,"shelves, rack",noun,,,,棚に本を置きます。,たなにほんをおきます。,I put a book on the shelf.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,木綿,もめん,cotton,noun,,,,木綿のシャツです。,もめんのシャツです。,It's a cotton shirt.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,輸出,ゆしゅつする,export,noun,,,,車を輸出します。,くるまをゆしゅつします。,We export cars.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,タイプ,タイプ,"type, style",noun,,,,どんなタイプが好きですか。,どんなタイプがすきですか。,What type do you like?,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,すり,すり,pickpocket,noun,,,,すりに気をつけてください。,すりにきをつけてください。,Please watch out for pickpockets.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,嬉しい,うれしい,to be happy; to be glad,i-adjective,,,,会えて嬉しいです。,あえてうれしいです。,I'm happy to meet you.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,アルコール,アルコール,alcohol,noun,,,,アルコールを飲みません。,アルコールをのみません。,I don't drink alcohol.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,ソフト,ソフト,soft; soft hat; software,noun,,,,新しいソフトを使います。,あたらしいソフトをつかいます。,I use new software.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,神社,じんじゃ,Shinto shrine,noun,,,,神社にお参りします。,じんじゃにおまいりします。,I visit the shrine.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,大分,だいぶ,"fairly well, to a large extent, considerably, pretty much",adverb,,,,大分暖かくなりました。,だいぶあたたかくなりました。,It has become fairly warm.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,楽しみ,たのしみ,"pleasure, joy",noun,,,,旅行が楽しみです。,りょこうがたのしみです。,I am looking forward to the trip.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,趣味,しゅみ,hobby; pastime,noun,,,,趣味は読書です。,しゅみはどくしょです。,My hobby is reading.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,電報,でんぽう,telegram,noun,,,,電報を送ります。,でんぽうをおくります。,I send a telegram.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,家内,かない,(one's own) wife,noun,,,,家内は先生です。,かないはせんせいです。,My wife is a teacher.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,指,ゆび,finger,noun,,,,指が痛いです。,ゆびがいたいです。,My finger hurts.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,これから,これから,"from now on, after this",adverb,,,,これから勉強します。,これからべんきょうします。,I will study from now on.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,たまに,たまに,occasionally,adverb,,,,たまに映画を見ます。,たまにえいがをみます。,I occasionally watch movies.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
expression,N4,vocabulary,,社会,しゃかい,society,noun,,,,社会に出ます。,しゃかいにでます。,I go out into society.,JLPT N4 Vocabulary List,https://github.com/jamsinclair/open-anki-jlpt-decks,,
